text,intent,language,screen,action_type,source
select අඩු වෝල්ටීයතාවය,select_low_voltage,mixed_script,voltage_technical_issues,select_issue,mixed_si_alias
show me open activities,view_activities,en,success_dialog,navigation,template
there is unauthorized connections,select_external_or_human_causes,en,electricity_board_report,select_board_category,template
pole issues issue,select_pole_issues,en,electricity_board_report,select_board_category,template
location ekata yanna button eka press karanna,continue_to_location,si_latin,report_flow,action,template
mata nearby electricians hoyanna one,find_available_technicians,si_latin,technician_flow,action,template
I want to submit issue to electricity board,confirm_location_and_report_issue,en,electricity_board_flow,action,template
I have sparks from meter,select_sparks_from_meter,en,safety_related_issues,select_issue,template
report පිළිස්සෙන සුවඳ,select_burning_smell,mixed_script,safety_related_issues,select_issue,mixed_si_alias
please open profile settings,open_profile_settings,en,account,navigation,template
partial power outage eka problem ekak thiyenawa,select_partial_power_outage,si_latin,power_supply_issues,select_issue,template
smell of burning wire issue eka,select_burning_smell,mixed_latin,safety_related_issues,select_issue,mixed_en_alias
storm damage eka thoranna,select_weather_related_damage,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
scheduled power cut issue,select_scheduled_power_cut,en,power_supply_issues,select_issue,template
nearby electricians hoyanna option eka tap karanna,find_available_technicians,si_latin,technician_flow,action,template
photo ekak danna karanna,add_photo,si_latin,report_flow,action,template
I want to open customer support,open_help_support,en,account,navigation,template
support eka tap karanna,open_help_support,mixed_latin,account,navigation,mixed_en_alias
take me to කණු සහ රැහැන් ගැටළු,open_infrastructure_issues,mixed_script,home,navigation,mixed_si_alias
reason penne ne problem ekak thiyenawa,select_unknown_investigation_required,si_latin,electricity_board_report,select_board_category,template
can you please mage location eka ganna karanna කරන්න,use_current_location,noisy_mixed,location,action,noise
profile edit karanna eka tap karanna,open_profile_settings,si_latin,account,navigation,template
මට විවෘත වයර් වාර්තා කරන්න,select_exposed_wiring,si_script,safety_related_issues,select_issue,template
මට උපාංග සම්බන්ධතා ගැටළුව වාර්තා කරන්න,select_device_connectivity,si_script,monitoring_device_issues,select_issue,template
bare wires eka open karanna,select_exposed_wiring,mixed_latin,safety_related_issues,select_issue,mixed_en_alias
I want to open open this report,open_activity_details,en,activities,navigation,template
කරුණාකර ilaga step ekata yanna,continue_next,mixed_script,report_flow,action,mixed_ro_alias
open wires tiyanawa eka open karanna,select_exposed_wiring,si_latin,safety_related_issues,select_issue,template
මීටර් පෙට්ටිය කැඩිලා වාර්තා කරන්න,select_broken_meter_box,si_script,infrastructure_issues,select_issue,template
press log out,logout,en,account,action,template
මීටරයෙන් ස්පාර්ක් ලෙස සටහන් කරන්න,select_sparks_from_meter,si_script,safety_related_issues,select_issue,template
change language button eka press karanna,change_language,mixed_latin,account,action,mixed_en_alias
mata profile edit karanna open karanna,open_profile_settings,si_latin,account,navigation,template
power line faults,select_power_line_faults,en,electricity_board_report,select_board_category,direct
current enawa yanawa ගැටළුවක් තියෙනවා,select_intermittent_supply,mixed_script,power_supply_issues,select_issue,mixed_ro_alias
move forward karanna,continue_next,mixed_latin,report_flow,action,mixed_en_alias
unknown issue eka ලෙස සටහන් කරන්න,select_unknown_investigation_required,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
my issue is pole damaged,select_pole_issues,en,electricity_board_report,select_board_category,template
next ekata yanna බොත්තම ඔබන්න quickly,continue_next,noisy_mixed,report_flow,action,noise
review report button eka press karanna,review_and_confirm_issue,mixed_latin,electricity_board_flow,action,mixed_en_alias
high voltage issue,select_high_voltage,en,voltage_technical_issues,select_issue,template
mark over voltage,select_high_voltage,en,voltage_technical_issues,select_issue,template
damaged power lines eka kiyana option eka select karanna,select_damaged_power_lines,si_latin,infrastructure_issues,select_issue,template
navigate to profile settings,open_profile_settings,en,account,navigation,template
move to open activities,view_activities,en,success_dialog,navigation,template
rain damage problem,select_weather_related_damage,en,electricity_board_report,select_board_category,template
meter eken sparks problem ekak thiyenawa,select_sparks_from_meter,si_latin,safety_related_issues,select_issue,template
smart meter fault eka open karanna,select_smart_meter_issue,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
open dim lights,select_dim_lights,en,voltage_technical_issues,select_issue,template
please select connectivity problem,select_device_connectivity,en,monitoring_device_issues,select_issue,template
sampurna viduliya nathi weema problem ekak thiyenawa,select_complete_power_outage,si_latin,power_supply_issues,select_issue,template
display report to electricity board,open_report_to_electricity_board,en,home,navigation,template
take me to app information,open_about_us,en,account,navigation,template
please select electric pole issue,select_pole_issues,en,electricity_board_report,select_board_category,template
voltage going up and down issue eka,select_fluctuating_voltage,mixed_latin,voltage_technical_issues,select_issue,mixed_en_alias
meteren pupuru gahanawa eka thoranna,select_sparks_from_meter,si_latin,safety_related_issues,select_issue,template
fluctuating voltage eka eka thoranna,select_fluctuating_voltage,si_latin,voltage_technical_issues,select_issue,template
take me to monitoring and device issues,open_monitoring_device_issues,en,home,navigation,template
my issue is partial power outage,select_partial_power_outage,en,power_supply_issues,select_issue,template
about us eka විවෘත කරන්න,open_about_us,mixed_script,account,navigation,mixed_ro_alias
powerlink do find available technicians for me,confirm_location_technician,noisy_mixed,technician_flow,action,noise
please select partial power outage,select_partial_power_outage,en,power_supply_issues,select_issue,template
use area power failure,select_area_power_failure,en,electricity_board_report,select_board_category,template
I have construction damage to cables,select_external_or_human_causes,en,electricity_board_report,select_board_category,template
open අඩු වෝල්ටීයතාවය,select_low_voltage,mixed_script,voltage_technical_issues,select_issue,mixed_si_alias
my issue is loose service connection,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
කරුණාකර review karala confirm karanna,review_and_confirm_issue,mixed_script,electricity_board_flow,action,mixed_ro_alias
power supply issues eka open karanna,open_power_supply_issues,si_latin,home,navigation,template
සේවා ඉතිහාසය බලන්න,view_activities,si_script,success_dialog,navigation,direct
damaged meter box eka open karanna,select_broken_meter_box,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
please select smart meter issue,select_smart_meter_issue,en,monitoring_device_issues,select_issue,template
mark sparks from meter,select_sparks_from_meter,en,safety_related_issues,select_issue,template
mul page eka open karanna,go_home,si_latin,bottom_navigation,navigation,template
select damaged meter box,select_broken_meter_box,en,infrastructure_issues,select_issue,template
tap open wires,select_exposed_wiring,en,safety_related_issues,select_issue,template
take me to go to activities after submit,view_activities,en,success_dialog,navigation,template
tap attach photo,add_photo,en,report_flow,action,template
continue with add photo,add_photo,en,report_flow,action,template
take me to voltage and technical issues,open_voltage_technical_issues,en,home,navigation,template
use service line damage,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
damaged power lines report karanna,select_damaged_power_lines,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
current issues පිටුවට යන්න,open_power_supply_issues,mixed_script,home,navigation,mixed_ro_alias
my reports page ekata yanna,open_activities,mixed_latin,bottom_navigation,navigation,mixed_en_alias
voltage issues eka page ekata yanna,open_voltage_technical_issues,si_latin,home,navigation,template
meter reading waradi report karanna,select_faulty_meter_reading,si_latin,monitoring_device_issues,select_issue,template
fire near electrical equipment eka thoranna,select_short_circuit_or_fire,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
service line damage issue,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
mark meter burning,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
transformer problem problem ekak thiyenawa,select_transformer_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
select device connection issue,select_device_connectivity,en,monitoring_device_issues,select_issue,template
I have unstable power supply,select_intermittent_supply,en,power_supply_issues,select_issue,template
viduli sapayum getalu විවෘත කරන්න,open_power_supply_issues,mixed_script,home,navigation,mixed_ro_alias
please pole wire getalu open karanna,open_infrastructure_issues,si_latin,home,navigation,template
voltage fluctuation issues eka tap karanna,open_voltage_technical_issues,mixed_latin,home,navigation,mixed_en_alias
fluctuating voltage eka තෝරන්න,select_fluctuating_voltage,mixed_script,voltage_technical_issues,select_issue,mixed_ro_alias
can you press send report,submit_report,noisy_mixed,dialog,action,noise
power line damage issue eka,select_damaged_power_lines,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
use transformer issues,select_transformer_issues,en,electricity_board_report,select_board_category,template
mata burning smell report karanna,select_burning_smell,mixed_latin,safety_related_issues,select_issue,mixed_en_alias
ගිණුමෙන් ඉවත් වෙන්න බොත්තම ඔබන්න please,logout,noisy_mixed,account,action,noise
මට විදුලි සැපයුම් දෝෂ විවෘත කරන්න,open_power_supply_issues,si_script,home,navigation,template
voltage technical eka select karanna,open_voltage_technical_issues,si_latin,home,navigation,template
mata damaged power lines eka report karanna,select_damaged_power_lines,si_latin,infrastructure_issues,select_issue,template
pichchena suwada problem ekak thiyenawa,select_burning_smell,si_latin,safety_related_issues,select_issue,template
meter box broken issue,select_broken_meter_box,en,infrastructure_issues,select_issue,template
go to ක්‍රියාකාරකම් විස්තර බලන්න,open_activity_details,mixed_script,activities,navigation,mixed_si_alias
can you open open this report,open_activity_details,en,activities,navigation,template
mata location page ekata yanna one,continue_to_location,si_latin,report_flow,action,template
open activities eka tap karanna,view_activities,mixed_latin,success_dialog,navigation,mixed_en_alias
can you ඉල්ලීම අවලංගු කරන්න,cancel_request,mixed_script,technician_flow,action,mixed_si_alias
tap කඩා වැටුණු කණුව,select_fallen_pole,mixed_script,infrastructure_issues,select_issue,mixed_si_alias
report complete power outage,select_complete_power_outage,en,power_supply_issues,select_issue,template
voltage going up and down report karanna,select_fluctuating_voltage,mixed_latin,voltage_technical_issues,select_issue,mixed_en_alias
outages and interruptions page ekata yanna,open_power_supply_issues,mixed_latin,home,navigation,mixed_en_alias
electricity board ekata report karanna පිටුවට යන්න,open_report_to_electricity_board,mixed_script,home,navigation,mixed_ro_alias
කරුණාකර tap cancel service request,cancel_request,noisy_mixed,technician_flow,action,noise
I want to report high voltage,select_high_voltage,en,voltage_technical_issues,select_issue,template
display show report details,open_activity_details,en,activities,navigation,template
there is meter sparks,select_sparks_from_meter,en,safety_related_issues,select_issue,template
mata next ekata yanna one,continue_next,si_latin,report_flow,action,template
please dialog eka close karanna karanna,cancel_dialog,si_latin,dialog,action,template
power supply issues eka වෙත යන්න,open_power_supply_issues,mixed_script,home,navigation,mixed_ro_alias
open කඩා වැටුණු කණුව,select_fallen_pole,mixed_script,infrastructure_issues,select_issue,mixed_si_alias
do find address,search_location,en,location,action,template
unknown issue report karanna,select_unknown_investigation_required,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
tap කාර්මිකයා සඳහා ස්ථානය තහවුරු කරන්න,confirm_location_technician,mixed_script,technician_flow,action,mixed_si_alias
there is intermittent supply,select_intermittent_supply,en,power_supply_issues,select_issue,template
please select device connection issue,select_device_connectivity,en,monitoring_device_issues,select_issue,template
pole has fallen kiyana option eka select karanna,select_fallen_pole,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
meter or service line issues kiyana option eka select karanna,select_meter_or_service_line_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
use damaged wires,select_damaged_power_lines,en,infrastructure_issues,select_issue,template
හදිසියේ විදුලිය නැතිවීම ගැටළුවක් තියෙනවා,select_sudden_power_loss,si_script,power_supply_issues,select_issue,template
create report for pole issues,select_pole_issues,en,electricity_board_report,select_board_category,template
create report for transformer explosion,select_transformer_issues,en,electricity_board_report,select_board_category,template
mata open activities open karanna,view_activities,mixed_latin,success_dialog,navigation,mixed_en_alias
report අස්ථාවර වෝල්ටීයතාවය,select_fluctuating_voltage,mixed_script,voltage_technical_issues,select_issue,mixed_si_alias
location page ekata yanna option eka tap karanna,continue_to_location,si_latin,report_flow,action,template
activities eka eka tap karanna,open_activities,si_latin,bottom_navigation,navigation,template
mata open wires report karanna,select_exposed_wiring,mixed_latin,safety_related_issues,select_issue,mixed_en_alias
අවලංගු කරන්න තෝරන්න,cancel_dialog,si_script,dialog,action,template
app info eka open karanna,open_about_us,si_latin,account,navigation,template
photo ekak add karanna,add_photo,si_latin,report_flow,action,direct
please go next karanna,continue_next,mixed_latin,report_flow,action,mixed_en_alias
change language option eka tap karanna,change_language,mixed_latin,account,action,mixed_en_alias
image ekak upload karanna බොත්තම ඔබන්න,add_photo,mixed_script,report_flow,action,mixed_ro_alias
create report for shock risk,select_electric_shock_risk,en,safety_related_issues,select_issue,template
area outage report eka select karanna,open_report_to_electricity_board,si_latin,home,navigation,template
low voltage problem ekak thiyenawa,select_low_voltage,mixed_latin,voltage_technical_issues,select_issue,mixed_en_alias
device connectivity eka problem ekak thiyenawa,select_device_connectivity,si_latin,monitoring_device_issues,select_issue,template
go to voltage problems,open_voltage_technical_issues,en,home,navigation,template
go back select karanna,go_back,mixed_latin,global,navigation,mixed_en_alias
shock risk eka kiyana option eka select karanna,select_electric_shock_risk,si_latin,safety_related_issues,select_issue,template
හෙලෝ please ස්ථානය තහවුරු කර ගැටළුව වාර්තා කරන්න,confirm_location_and_report_issue,noisy_mixed,electricity_board_flow,action,noise
pole issues eka eka thoranna,select_pole_issues,si_latin,electricity_board_report,select_board_category,template
display power supply issues,open_power_supply_issues,en,home,navigation,template
please review karala confirm karanna karanna,review_and_confirm_issue,si_latin,electricity_board_flow,action,template
please search nearby technicians,find_available_technicians,en,technician_flow,action,template
activities balanna තෝරන්න,view_activities,mixed_script,success_dialog,navigation,mixed_ro_alias
move to about us,open_about_us,en,account,navigation,template
issue eka submit karanna බොත්තම ඔබන්න,confirm_location_and_report_issue,mixed_script,electricity_board_flow,action,mixed_ro_alias
submit karanna බොත්තම ඔබන්න,submit_report,mixed_script,dialog,action,mixed_ro_alias
broken meter box problem,select_broken_meter_box,en,infrastructure_issues,select_issue,template
open wires tiyanawa report karanna,select_exposed_wiring,si_latin,safety_related_issues,select_issue,template
substation failure kiyana option eka select karanna,select_substation_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
technician location confirm karanna button eka press karanna,confirm_location_technician,si_latin,technician_flow,action,template
use meter box broken,select_broken_meter_box,en,infrastructure_issues,select_issue,template
mark external or human causes,select_external_or_human_causes,en,electricity_board_report,select_board_category,template
adu voltage eka problem ekak thiyenawa,select_low_voltage,si_latin,voltage_technical_issues,select_issue,template
do change to English,change_language,en,account,action,template
tap complete blackout,select_complete_power_outage,en,power_supply_issues,select_issue,template
meter eken sparks select karanna,select_sparks_from_meter,si_latin,safety_related_issues,select_issue,template
current issues,open_power_supply_issues,si_latin,home,navigation,direct
I have faulty meter reading,select_faulty_meter_reading,en,monitoring_device_issues,select_issue,template
can you සෙවීම නවත්වන්න,cancel_request,mixed_script,technician_flow,action,mixed_si_alias
press submit the issue,submit_report,en,dialog,action,template
can you open meter faults and monitoring,open_monitoring_device_issues,en,home,navigation,template
open no visible reason,select_unknown_investigation_required,en,electricity_board_report,select_board_category,template
scheduled outage problem ekak thiyenawa,select_scheduled_power_cut,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
take me to පැතිකඩ සැකසීම්,open_profile_settings,mixed_script,account,navigation,mixed_si_alias
burning smell eka select karanna,select_burning_smell,si_latin,safety_related_issues,select_issue,template
ardha current nathi weema problem ekak thiyenawa,select_partial_power_outage,si_latin,power_supply_issues,select_issue,template
select account,open_account,en,bottom_navigation,navigation,template
please search location karanna,search_location,mixed_latin,location,action,mixed_en_alias
service line damage eka report karanna,select_meter_or_service_line_issues,si_latin,electricity_board_report,select_board_category,template
circuit breaker tripping problem ekak thiyenawa,select_substation_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
lights are dim eka thoranna,select_dim_lights,mixed_latin,voltage_technical_issues,select_issue,mixed_en_alias
technician location confirm karanna කරන්න කරන්න,confirm_location_technician,noisy_mixed,technician_flow,action,noise
viduli mandalayata report karanna eka tap karanna,open_report_to_electricity_board,si_latin,home,navigation,template
පෙර පිටුවට යන්න,go_back,si_script,global,navigation,direct
voltage wenas wenawa issue eka,select_fluctuating_voltage,si_latin,voltage_technical_issues,select_issue,template
create report for weather related damage,select_weather_related_damage,en,electricity_board_report,select_board_category,template
use external or human causes,select_external_or_human_causes,en,electricity_board_report,select_board_category,template
I want to find electrician,find_available_technicians,en,technician_flow,action,template
මට සැලසුම් කල විදුලි කප්පාදුව වාර්තා කරන්න,select_scheduled_power_cut,si_script,power_supply_issues,select_issue,template
select low voltage,select_low_voltage,en,voltage_technical_issues,select_issue,template
මට account eka විවෘත කරන්න,open_account,mixed_script,bottom_navigation,navigation,mixed_ro_alias
කරුණාකර භාෂාව වෙනස් කරන්න,change_language,si_script,account,action,template
log out button eka press karanna,logout,mixed_latin,account,action,mixed_en_alias
choose external or human causes,select_external_or_human_causes,en,electricity_board_report,select_board_category,template
exposed wiring eka විකල්පය තෝරන්න,select_exposed_wiring,mixed_script,safety_related_issues,select_issue,mixed_ro_alias
show me go to activities after submit,view_activities,en,success_dialog,navigation,template
can you detect my location,use_current_location,en,location,action,template
choose connectivity problem,select_device_connectivity,en,monitoring_device_issues,select_issue,template
pole leaning eka thoranna,select_pole_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
navigate to supply problems,open_power_supply_issues,en,home,navigation,template
partial power outage eka open karanna,select_partial_power_outage,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
සෙවීම නවත්වන්න,cancel_request,si_script,technician_flow,action,direct
tap dashboard,go_home,en,bottom_navigation,navigation,template
go to location option eka tap karanna please,continue_to_location,noisy_mixed,report_flow,action,noise
mata kalin page ekata open karanna,go_back,si_latin,global,navigation,template
there is weather related damage,select_weather_related_damage,en,electricity_board_report,select_board_category,template
meter or service line issues problem ekak thiyenawa,select_meter_or_service_line_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
කරුණාකර ගිණුමෙන් ඉවත් වෙන්න,logout,si_script,account,action,template
මට කඩා වැටුණු කණුව වාර්තා කරන්න,select_fallen_pole,si_script,infrastructure_issues,select_issue,template
meter reading issue report karanna,select_faulty_meter_reading,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
I want to open voltage and technical issues,open_voltage_technical_issues,en,home,navigation,template
tap switch language,change_language,en,account,action,template
I want to වාර්තාව යවන්න,submit_report,mixed_script,dialog,action,mixed_si_alias
please මගේ ස්ථානය ගන්න,use_current_location,mixed_script,location,action,mixed_si_alias
machan mage location eka ganna බොත්තම ඔබන්න,use_current_location,noisy_mixed,location,action,noise
can you open outages and interruptions,open_power_supply_issues,en,home,navigation,template
ලබාගත හැකි කාර්මිකයන් සොයන්න කරන්න quickly,confirm_location_technician,noisy_mixed,technician_flow,action,noise
meter eken sparks eka open karanna,select_sparks_from_meter,si_latin,safety_related_issues,select_issue,template
මට current eka hathisse giya වාර්තා කරන්න,select_sudden_power_loss,mixed_script,power_supply_issues,select_issue,mixed_ro_alias
ලබාගත හැකි කාර්මිකයන් සොයන්න බොත්තම ඔබන්න,find_available_technicians,si_script,technician_flow,action,template
මට අඩු විදුලි බලය වාර්තා කරන්න,select_low_voltage,si_script,voltage_technical_issues,select_issue,template
unauthorized connections,select_external_or_human_causes,en,electricity_board_report,select_board_category,direct
tap power line faults,select_power_line_faults,en,electricity_board_report,select_board_category,template
faulty meter reading eka select karanna,select_faulty_meter_reading,si_latin,monitoring_device_issues,select_issue,template
open pole has fallen,select_fallen_pole,en,infrastructure_issues,select_issue,template
කරුණාකර app information ekata yanna,open_about_us,noisy_mixed,account,navigation,noise
wrong meter reading,select_faulty_meter_reading,en,monitoring_device_issues,select_issue,direct
select about us,open_about_us,en,account,navigation,template
I want to report voltage going up and down,select_fluctuating_voltage,en,voltage_technical_issues,select_issue,template
damaged power lines eka open karanna,select_damaged_power_lines,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
can you open edit profile,open_profile_settings,en,account,navigation,template
there is over voltage,select_high_voltage,en,voltage_technical_issues,select_issue,template
please select complete blackout in area,select_area_power_failure,en,electricity_board_report,select_board_category,template
ilaga step ekata yanna button eka press karanna,continue_next,si_latin,report_flow,action,template
power keeps coming and going problem ekak thiyenawa,select_intermittent_supply,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
move to help and support,open_help_support,en,account,navigation,template
monitoring device getalu select karanna,open_monitoring_device_issues,si_latin,home,navigation,template
sign out option eka tap karanna please app,logout,noisy_mixed,account,action,noise
tap technical issues,open_voltage_technical_issues,en,home,navigation,template
safety issues,open_safety_related_issues,en,home,navigation,direct
mata ardha current nathi weema report karanna,select_partial_power_outage,si_latin,power_supply_issues,select_issue,template
report details balanna pennanna,open_activity_details,si_latin,activities,navigation,template
device connectivity issue eka,select_device_connectivity,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
can you confirm technician location,confirm_location_technician,en,technician_flow,action,template
tap ලබාගත හැකි කාර්මිකයන් සොයන්න,find_available_technicians,mixed_script,technician_flow,action,mixed_si_alias
tap open profile settings,open_profile_settings,en,account,navigation,template
pole issues eka ලෙස සටහන් කරන්න,select_pole_issues,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
navigate to activities,open_activities,en,bottom_navigation,navigation,template
light adu wenawa තෝරන්න,select_dim_lights,mixed_script,voltage_technical_issues,select_issue,mixed_ro_alias
I have substation issues,select_substation_issues,en,electricity_board_report,select_board_category,template
dim lights,select_dim_lights,en,voltage_technical_issues,select_issue,direct
mata confirm issue report one,review_and_confirm_issue,mixed_latin,electricity_board_flow,action,mixed_en_alias
mark repeated power cuts,select_area_power_failure,en,electricity_board_report,select_board_category,template
go to activities,open_activities,en,bottom_navigation,navigation,template
home eka පෙන්වන්න,go_home,mixed_script,bottom_navigation,navigation,mixed_ro_alias
මීටර් කියවීම වැරදි විකල්පය තෝරන්න,select_faulty_meter_reading,si_script,monitoring_device_issues,select_issue,template
I want to report meter or service line issues,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
area power failure eka තෝරන්න,select_area_power_failure,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
can you open main screen,go_home,en,bottom_navigation,navigation,template
I want to ගිණුමෙන් ඉවත් වෙන්න,logout,mixed_script,account,action,mixed_si_alias
wahina nisa damage issue eka,select_weather_related_damage,si_latin,electricity_board_report,select_board_category,template
do search address,search_location,en,location,action,template
report rain damage,select_weather_related_damage,en,electricity_board_report,select_board_category,template
continue with move forward,continue_next,en,report_flow,action,template
I want to ලිපිනය සොයන්න,search_location,mixed_script,location,action,mixed_si_alias
කරුණාකර I want to set location next,continue_to_location,noisy_mixed,report_flow,action,noise
continue karanna කරන්න,continue_next,mixed_script,report_flow,action,mixed_ro_alias
back wenna කරන්න,go_back,noisy_mixed,global,navigation,noise
report pole has fallen,select_fallen_pole,en,infrastructure_issues,select_issue,template
transformer issues eka වාර්තා කරන්න,select_transformer_issues,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
please select short circuit or fire,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
I want to report sudden outage,select_sudden_power_loss,en,power_supply_issues,select_issue,template
can you open dashboard,go_home,en,bottom_navigation,navigation,template
device issues eka වෙත යන්න,open_monitoring_device_issues,mixed_script,home,navigation,mixed_ro_alias
stop searching option eka tap karanna,cancel_request,mixed_latin,technician_flow,action,mixed_en_alias
can you open area outage report,open_report_to_electricity_board,en,home,navigation,template
low voltage issue,select_low_voltage,en,voltage_technical_issues,select_issue,template
mata set location next one,continue_to_location,mixed_latin,report_flow,action,mixed_en_alias
can you please account eken yanna karanna,logout,noisy_mixed,account,action,noise
smart meter issue eka,select_smart_meter_issue,si_latin,monitoring_device_issues,select_issue,direct
please open main screen,go_home,en,bottom_navigation,navigation,template
can you cancel,cancel_dialog,en,dialog,action,template
mata back open karanna,go_back,mixed_latin,global,navigation,mixed_en_alias
can you can you find address,search_location,noisy_mixed,location,action,noise
profile settings eka පෙන්වන්න,open_profile_settings,mixed_script,account,navigation,mixed_ro_alias
viduli mandalayata report karanna select karanna,open_report_to_electricity_board,si_latin,home,navigation,template
account page ekata yanna,open_account,mixed_latin,bottom_navigation,navigation,mixed_en_alias
create report for area outage,select_area_power_failure,en,electricity_board_report,select_board_category,template
පෙර පිටුවට යන්න විවෘත කරන්න,go_back,si_script,global,navigation,template
please use current location,use_current_location,en,location,action,template
circuit breaker tripping problem,select_substation_issues,en,electricity_board_report,select_board_category,template
select intermittent supply,select_intermittent_supply,en,power_supply_issues,select_issue,template
pole issues,select_pole_issues,en,electricity_board_report,select_board_category,direct
substation issues eka report karanna,select_substation_issues,si_latin,electricity_board_report,select_board_category,template
do review report,review_and_confirm_issue,en,electricity_board_flow,action,template
monitoring and device issues open karanna,open_monitoring_device_issues,mixed_latin,home,navigation,mixed_en_alias
report partial power outage,select_partial_power_outage,en,power_supply_issues,select_issue,template
open damaged power lines,select_damaged_power_lines,en,infrastructure_issues,select_issue,template
navigate to open activity details,open_activity_details,en,activities,navigation,template
report issue now,confirm_location_and_report_issue,en,electricity_board_flow,action,direct
partial power outage eka,select_partial_power_outage,si_latin,power_supply_issues,select_issue,direct
power line faults report karanna,select_power_line_faults,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
use pole issues,select_pole_issues,en,electricity_board_report,select_board_category,template
කරුණාකර issue eka submit karanna,confirm_location_and_report_issue,mixed_script,electricity_board_flow,action,mixed_ro_alias
මගේ ස්ථානය ගන්න,use_current_location,si_script,location,action,direct
please review before submit karanna,review_and_confirm_issue,mixed_latin,electricity_board_flow,action,mixed_en_alias
pole damaged,select_pole_issues,en,electricity_board_report,select_board_category,direct
පැතිකඩ සංස්කරණය කරන්න විවෘත කරන්න,open_profile_settings,si_script,account,navigation,template
no cancel,cancel_dialog,en,dialog,action,direct
අධි වෝල්ටීයතාවය විකල්පය තෝරන්න,select_high_voltage,si_script,voltage_technical_issues,select_issue,template
mark electric shock risk,select_electric_shock_risk,en,safety_related_issues,select_issue,template
confirm this location for technician request option eka tap karanna කරන්න,confirm_location_technician,noisy_mixed,technician_flow,action,noise
කරුණාකර මගේ ස්ථානය ගන්න තෝරන්න කරන්න,use_current_location,noisy_mixed,location,action,noise
tap meter or service line issues,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
pole leaning problem,select_pole_issues,en,electricity_board_report,select_board_category,template
my issue is high voltage,select_high_voltage,en,voltage_technical_issues,select_issue,template
create report for accident hit electric pole,select_external_or_human_causes,en,electricity_board_report,select_board_category,template
choose කඩා වැටුණු කණුව,select_fallen_pole,mixed_script,infrastructure_issues,select_issue,mixed_si_alias
tap low voltage,select_low_voltage,en,voltage_technical_issues,select_issue,template
exposed wiring eka eka thoranna,select_exposed_wiring,si_latin,safety_related_issues,select_issue,template
ස්ථාපිත නොවන සැපයුම ගැටළුවක් තියෙනවා,select_intermittent_supply,si_script,power_supply_issues,select_issue,template
meter getalu eka tap karanna,open_monitoring_device_issues,si_latin,home,navigation,template
meter sparks issue,select_sparks_from_meter,en,safety_related_issues,select_issue,template
smart meter problem select karanna,select_smart_meter_issue,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
tap review report,review_and_confirm_issue,en,electricity_board_flow,action,template
minissu nisa damage problem ekak thiyenawa,select_external_or_human_causes,si_latin,electricity_board_report,select_board_category,template
tap unknown issue,select_unknown_investigation_required,en,electricity_board_report,select_board_category,template
choose service line damage,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
tap log out,logout,en,account,action,template
mage reports,open_activities,si_latin,bottom_navigation,navigation,direct
go to smart device issues,open_monitoring_device_issues,en,home,navigation,template
ගැටළුව දැන් යවන්න තෝරන්න,confirm_location_and_report_issue,si_script,electricity_board_flow,action,template
use power suddenly went off,select_sudden_power_loss,en,power_supply_issues,select_issue,template
meter service line issue තෝරන්න,select_meter_or_service_line_issues,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
take me to ගිණුම,open_account,mixed_script,bottom_navigation,navigation,mixed_si_alias
mark smart meter issue,select_smart_meter_issue,en,monitoring_device_issues,select_issue,template
